date,description,merchant,amount,category
2024-03-30,PVR Cinemas,PVR Cinemas,700.0,Entertainment
2025-08-04,BookMyShow,BookMyShow,890.0,Entertainment
2024-02-17,Fuel IOCL,Indian Oil,2900.0,Transport
2024-07-18,Myntra Order MYN1016,Myntra,2899.0,Shopping
2023-10-06,Spotify AB 92397,Spotify,119.0,Subscriptions
2024-03-23,Dunzo,Dunzo,920.0,Groceries
2023-08-03,RAPIDO RIDE 2322,Rapido,160.0,Transport
2024-02-14,zomato,Zomato,310.0,Food & Drink
2025-06-08,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2023-09-03,BigBazaar Purchase,BigBazaar,3900.0,Groceries
2024-01-20,MedPlus Bill,MedPlus,430.0,Health
2025-07-27,Starbucks,Starbucks,560.0,Food & Drink
2023-04-19,swiggy food,Swiggy,690.0,Food & Drink
2023-10-20,Amazon Prime,Amazon Prime,299.0,Subscriptions
2023-03-25,FLIPKART Order FK2409,Flipkart,630.0,Shopping
2023-08-17,Dominos Pizza,Dominos,850.0,Food & Drink
2024-02-05,Uber Ride 20250205,Uber,220.0,Transport
2025-09-02,Local Tea Shop,Local Tea Shop,110.0,Food & Drink
2023-05-23,CMRL Metro Card,Chennai Metro,300.0,Transport
2024-01-13,More Supermarket,More Supermarket,2500.0,Groceries
2025-07-17,ZARA,Zara,5800.0,Shopping
2025-04-30,swiggy instamart,Swiggy,450.0,Groceries
2023-10-15,Doctor's Visit,Local Clinic,800.0,Health
2023-03-09,Uber Auto,Uber,190.0,Transport
2025-08-20,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2023-05-19,ATM WITHDRAWAL,ATM,6500.0,Miscellaneous
2023-01-04,Pizza Hut,Pizza Hut,990.0,Food & Drink
2024-09-14,Zomato order 9935,Zomato,360.0,Food & Drink
2024-03-02,H&M,H&M,3000.0,Shopping
2024-07-22,Water Tax,CMWSSB,150.0,Utilities
2023-10-26,Ola Cabs 2359,Ola,400.0,Transport
2023-02-22,Licious,Licious,760.0,Groceries
2023-08-26,The Hindu,The Hindu,999.0,Subscriptions
2025-04-07,Shell Fuel,Shell,2300.0,Transport
2025-09-11,swiggy order,Swiggy,570.0,Food & Drink
2024-01-22,amazon.in,Amazon,1699.0,Shopping
2025-07-14,Apollo Pharmacy,Apollo Pharmacy,290.0,Health
2025-05-17,Reliance Fresh,Reliance Fresh,1100.0,Groceries
2024-10-05,Steam Purchase,Steam Games,2199.0,Entertainment
2025-03-19,Uber Ride,Uber,300.0,Transport
2024-08-08,Zomato,Zomato,420.0,Food & Drink
2023-02-15,Milk delivery,Local Mart,1280.0,Groceries
2025-06-07,Mobile Recharge,Airtel,719.0,Bills
2025-09-06,Google Cloud,Google,150.0,Subscriptions
2024-04-14,Gym Membership,Fitness First,2500.0,Health
2023-01-10,flipkart,Flipkart,1800.0,Shopping
2023-07-09,Rapido 2413,Rapido,150.0,Transport
2025-05-21,Cafe Coffee Day,Cafe Coffee Day,400.0,Food & Drink
2024-10-31,Zomato,Zomato,590.0,Food & Drink
2023-02-09,BigBazaar,BigBazaar,3300.0,Groceries
2024-08-10,amazon pay,Amazon,880.0,Shopping
2025-04-25,NETFLIX.COM,Netflix,199.0,Subscriptions
2024-09-23,UPI to Friend,Miscellaneous,5000.0,Miscellaneous
2023-03-11,uber trip,Uber,270.0,Transport
2024-06-22,Swiggy,Swiggy,480.0,Food & Drink
2024-01-27,MedPlus,MedPlus,240.0,Health
2023-08-05,More Supermarket,More Supermarket,2600.0,Groceries
2024-04-08,Myntra,Myntra,4100.0,Shopping
2023-09-09,TNEB Bill,TNEB,1400.0,Utilities
2023-02-03,PVR Cinemas,PVR Cinemas,560.0,Entertainment
2023-07-07,Zomato order,Zomato,800.0,Food & Drink
2023-05-12,House Rent,House Rent,22000.0,Rent
2024-10-02,Uber,Uber,210.0,Transport
2024-03-24,Groceries from Dunzo,Dunzo,1020.0,Groceries
2025-08-22,Spotify,Spotify,119.0,Subscriptions
2025-01-17,Dominos,Dominos,690.0,Food & Drink
2025-06-28,Ola Ride,Ola,330.0,Transport
2025-09-10,Swiggy Instamart,Swiggy,510.0,Groceries
2024-02-14,Amazon.in,Amazon,2400.0,Shopping
2023-07-09,Zomato,Zomato,380.0,Food & Drink
2024-04-29,BSNL Bill,BSNL,799.0,Utilities
2024-10-18,Apollo Pharmacy,Apollo Pharmacy,650.0,Health
2025-03-07,uber auto,Uber,165.0,Transport
2023-08-27,BigBazaar,BigBazaar,4300.0,Groceries
2024-01-05,flipkart,Flipkart,3100.0,Shopping
2023-06-19,swiggy,Swiggy,400.0,Food & Drink
2024-09-16,Local Tea Stall,Local Tea Shop,110.0,Food & Drink
2025-02-06,Rapido,Rapido,170.0,Transport
2025-07-26,Netflix,Netflix,199.0,Subscriptions
2023-01-01,UPI to Swiggy Order #10001,Swiggy,942.0,Food & Drink
2025-01-01,Netflix.COM 10002,Netflix,649.0,Subscriptions
2025-01-02,ACT Fibernet FTTH 10003,ACT Fibernet,1049.0,Utilities
2025-01-03,Flipkart Order FK10004,Flipkart,3891.0,Shopping
2024-01-04,IMPS - House Rent Jan,House Rent,17711.0,Rent
2024-01-04,Uber Trip 10006,Uber,292.0,Transport
2025-01-05,Amazon.in Order AMZ10007,Amazon,570.0,Shopping
2024-01-06,Fuel at BPCL Bill 10008,BPCL,2203.0,Transport
2024-01-07,BMS Ticket 10009,BookMyShow,798.0,Entertainment
2024-01-07,BigBazaar Purchase 10010,BigBazaar,2620.0,Groceries
2025-01-08,Steam Purchase 10011,Steam Games,799.0,Entertainment
2024-01-09,TNEB Bill Pay 10012,TNEB,1438.0,Utilities
2024-01-10,Dominos Bill 10013,Dominos,1031.0,Food & Drink
2025-01-10,MedPlus Bill,MedPlus,198.0,Health
2025-01-11,Jio Postpaid Bill 10015,Jio,791.0,Bills
2025-01-12,Order #10016 from Zomato,Zomato,268.0,Food & Drink
2023-01-13,Myntra Retail,Myntra,3738.0,Shopping
2025-01-14,Swiggy Instamart Purchase 10018,Swiggy Instamart,447.0,Groceries
2024-01-14,Ola Ride ID10019,Ola,236.0,Transport
2024-01-15,Subscr GitHub,GitHub,575.0,Subscriptions
2025-01-16,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2024-01-17,ORDER BLINKIT 10022,Blinkit,716.0,Groceries
2024-01-17,Payment to Starbucks,Starbucks,1065.0,Food & Drink
2025-01-18,Apollo Pharmacy TRN 10024,Apollo Pharmacy,2598.0,Health
2024-01-19,Amazon.in Order AMZ10025,Amazon,9874.0,Shopping
2025-01-20,ZARA RETAIL,Zara,7864.0,Shopping
2024-01-20,Local Tea Shop Bill 10027,Local Tea Shop,288.0,Food & Drink
2024-01-21,Doctor Visit,Local Clinic,1236.0,Health
2025-01-22,VI RECHARGE 10029,Vi,657.0,Bills
2023-01-23,Spotify AB 10030,Spotify,129.0,Subscriptions
2023-01-24,DECATHLON RETAIL,Decathlon,4471.0,Shopping
2024-01-24,Rapido Auto 10032,Rapido,140.0,Transport
2025-01-25,NETMEDS BILL,Netmeds,2035.0,Health
2024-01-26,Amazon.in Order AMZ10034,Amazon,10352.0,Shopping
2023-01-27,ORDER BLINKIT 10035,Blinkit,825.0,Groceries
2023-01-27,CMRL Topup 10036,Chennai Metro,300.0,Transport
2024-01-28,Payment to Cafe Coffee Day,Cafe Coffee Day,779.0,Food & Drink
2025-01-29,CURE.FIT BILL,Cure.fit,2563.0,Health
2025-01-30,Order Dunzo 10039,Dunzo,1065.0,Groceries
2023-01-31,ORDER #10040 FROM SWIGGY,Swiggy,437.0,Food & Drink
2023-01-31,Jio Fiber FTTH 10041,Jio Fiber,631.0,Utilities
2024-02-01,IMPS - House Rent Feb,House Rent,18442.0,Rent
2025-02-02,BigBazaar Store Bill,BigBazaar,1968.0,Groceries
2024-02-03,Fuel at Shell Bill 10044,Shell,2085.0,Transport
2025-02-03,AIRTEL POSTPAID BILL 10045,Airtel,821.0,Bills
2023-02-04,CMRL TOPUP 10046,Chennai Metro,453.0,Transport
2025-02-05,PVR Cinemas Ticket 10047,PVR Cinemas,964.0,Entertainment
2024-02-06,Myntra Retail,Myntra,8517.0,Shopping
2025-02-07,More Supermarket Store Bill,More Supermarket,2924.0,Groceries
2023-02-07,Sony PSN Purchase 10050,Sony PSN,1656.0,Entertainment
2025-02-08,Uber Ride ID10051,Uber,154.0,Transport
2024-02-09,JIO RECHARGE 10052,Jio,752.0,Bills
2025-02-10,Netflix.COM 10053,Netflix,388.0,Subscriptions
2025-02-10,Payment to McDonald's,McDonald's,922.0,Food & Drink
2023-02-11,Spotify AB 10055,Spotify,129.0,Subscriptions
2023-02-12,INOX TICKET 10056,INOX,1048.0,Entertainment
2023-02-13,BigBazaar Purchase 10057,BigBazaar,2281.0,Groceries
2025-02-13,Flipkart Order FK10058,Flipkart,8458.0,Shopping
2025-02-14,Licious Purchase 10059,Licious,1016.0,Groceries
2024-02-15,Amazon Prime renewal 10060,Amazon Prime,1499.0,Subscriptions
2025-02-16,Water Tax CMWSSB,CMWSSB,228.0,Utilities
2025-02-17,ORDER #10062 FROM ZOMATO,Zomato,710.0,Food & Drink
2023-02-17,TNEB Bill Pay 10063,TNEB,2661.0,Utilities
2024-02-18,Apollo Pharmacy TRN 10064,Apollo Pharmacy,2425.0,Health
2025-02-19,OLA AUTO 10065,Ola,282.0,Transport
2023-02-20,Croma.com Inv#10066,Croma,6511.0,Shopping
2025-02-20,Doctor Visit,Local Clinic,1254.0,Health
2023-02-21,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2024-02-22,ORDER #10069 FROM SWIGGY,Swiggy,1019.0,Food & Drink
2023-02-23,BigBazaar Store Bill,BigBazaar,4355.0,Groceries
2024-02-24,ORDER BLINKIT 10071,Blinkit,1051.0,Groceries
2024-02-24,Amazon.in Order AMZ10072,Amazon,11305.0,Shopping
2023-02-25,Reliance Digital Retail,Reliance Digital,7681.0,Shopping
2024-02-26,NETFLIX.COM 10074,Netflix,843.0,Subscriptions
2023-02-27,PAYMENT TO STARBUCKS,Starbucks,1053.0,Food & Drink
2024-02-27,Fuel at IOCL Bill 10076,Indian Oil,2083.0,Transport
2025-02-28,Payment to McDonald's,McDonald's,1166.0,Food & Drink
2025-03-01,More Supermarket Store Bill,More Supermarket,2257.0,Groceries
2023-03-02,IMPS - House Rent Mar,House Rent,16954.0,Rent
2023-03-03,Jio Fiber FTTH 10080,Jio Fiber,1022.0,Utilities
2024-03-03,Uber Ride ID10081,Uber,294.0,Transport
2024-03-04,VI RECHARGE 10082,Vi,351.0,Bills
2025-03-05,H&M Retail,H&M,3029.0,Shopping
2024-03-06,Myntra Retail,Myntra,11018.0,Shopping
2024-03-07,SWIGGY FOODS,Swiggy,742.0,Food & Drink
2025-03-07,CURE.FIT BILL,Cure.fit,2519.0,Health
2023-03-08,ATM WITHDRAWAL 10087,ATM,12500.0,Miscellaneous
2024-03-09,LOCAL TEA SHOP BILL 10088,Local Tea Shop,361.0,Food & Drink
2023-03-10,Amazon.in Order AMZ10089,Amazon,4844.0,Shopping
2024-03-10,Reliance Fresh Store Bill,Reliance Fresh,2005.0,Groceries
2024-03-11,CMRL TOPUP 10091,Chennai Metro,389.0,Transport
2024-03-12,GYM FEE,Fitness First,1968.0,Health
2024-03-13,Licious Purchase 10093,Licious,995.0,Groceries
2025-03-14,Ola Ride ID10094,Ola,233.0,Transport
2025-03-14,Netflix.COM 10095,Netflix,661.0,Subscriptions
2023-03-15,Swiggy Instamart Purchase 10096,Swiggy Instamart,769.0,Groceries
2025-03-16,Amazon.in Order AMZ10097,Amazon,10850.0,Shopping
2023-03-17,Dominos Bill 10098,Dominos,878.0,Food & Drink
2023-03-17,Microsoft 365 renewal 10099,Microsoft 365,712.0,Subscriptions
2024-03-18,Purchase H&M 10100,H&M,4224.0,Shopping
2023-03-19,AIRTEL BROADBAND FTTH 10101,Airtel Broadband,1413.0,Utilities
2025-03-20,Uber Trip 10102,Uber,240.0,Transport
2024-03-20,BMS Ticket 10103,BookMyShow,2419.0,Entertainment
2025-03-21,Subscr GitHub,GitHub,575.0,Subscriptions
2025-03-22,NETFLIX.COM 10105,Netflix,843.0,Subscriptions
2024-03-23,UPI to Zomato Order #10106,Zomato,514.0,Food & Drink
2024-03-24,MedPlus TRN 10107,MedPlus,1422.0,Health
2025-03-24,Flipkart Order FK10108,Flipkart,10065.0,Shopping
2024-03-25,More Supermarket Purchase 10109,More Supermarket,2215.0,Groceries
2025-03-26,Spotify AB 10110,Spotify,129.0,Subscriptions
2024-03-27,PAYMENT TO CAFE COFFEE DAY,Cafe Coffee Day,652.0,Food & Drink
2025-03-27,ORDER #10112 FROM SWIGGY,Swiggy,917.0,Food & Drink
2025-03-28,CMRL TOPUP 10113,Chennai Metro,286.0,Transport
2023-03-29,TNEB Bill Pay 10114,TNEB,2668.0,Utilities
2023-03-30,BigBazaar Purchase 10115,BigBazaar,1529.0,Groceries
2023-03-31,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2023-03-31,ZARA RETAIL,Zara,7525.0,Shopping
2023-04-01,IMPS - House Rent Apr,House Rent,22253.0,Rent
2025-04-02,Order #10119 from Zomato,Zomato,714.0,Food & Drink
2023-04-03,Fuel at IOCL Bill 10120,Indian Oil,2955.0,Transport
2025-04-03,Myntra Retail,Myntra,8078.0,Shopping
2024-04-04,BSNL FTTH 10122,BSNL,2347.0,Utilities
2025-04-05,PVR Cinemas Ticket 10123,PVR Cinemas,953.0,Entertainment
2025-04-06,Cash Deposit,Miscellaneous,500.0,Miscellaneous
2023-04-07,Rapido Ride ID10125,Rapido,124.0,Transport
2024-04-07,NETMEDS BILL,Netmeds,2541.0,Health
2023-04-08,Amazon.in Order AMZ10127,Amazon,5159.0,Shopping
2024-04-09,PAYMENT TO MCDONALD'S,McDonald's,836.0,Food & Drink
2024-04-10,Reliance Fresh Purchase 10129,Reliance Fresh,3350.0,Groceries
2025-04-10,Pizza Hut Bill 10130,Pizza Hut,523.0,Food & Drink
2024-04-11,AIRTEL RECHARGE 10131,Airtel,220.0,Bills
2025-04-12,Croma.com Inv#10132,Croma,6272.0,Shopping
2023-04-13,Order #10133 from Zomato,Zomato,623.0,Food & Drink
2025-04-14,Order Dunzo 10134,Dunzo,873.0,Groceries
2023-04-14,Uber Trip 10135,Uber,159.0,Transport
2024-04-15,ATM WITHDRAWAL 10136,ATM,11500.0,Miscellaneous
2023-04-16,Licious Purchase 10137,Licious,751.0,Groceries
2025-04-17,Bill BSNL ID 10138,BSNL,2315.0,Utilities
2025-04-17,GYM FEE,Fitness First,1968.0,Health
2025-04-18,Amazon.in Order AMZ10140,Amazon,3063.0,Shopping
2025-04-20,Order #10142 from Zomato,Zomato,753.0,Food & Drink
2025-04-21,Subscr Google,Google,130.0,Subscriptions
2024-04-21,Ola Auto 10144,Ola,121.0,Transport
2023-04-22,Myntra Order FK10145,Myntra,10705.0,Shopping
2023-04-23,JIO RECHARGE 10146,Jio,290.0,Bills
2024-04-24,Subscr Google,Google,130.0,Subscriptions
2024-04-25,Reliance Digital Retail,Reliance Digital,7029.0,Shopping
2023-04-25,VI RECHARGE 10149,Vi,724.0,Bills
2025-04-26,Local Mart Store Bill,Local Mart,2393.0,Groceries
2025-04-27,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2024-04-28,BMS Ticket 10152,BookMyShow,1619.0,Entertainment
2025-04-28,Rapido Auto 10153,Rapido,140.0,Transport
2024-04-29,Steam Purchase 10154,Steam Games,1130.0,Entertainment
2024-05-01,IMPS - House Rent May,House Rent,18490.0,Rent
2025-05-01,NETFLIX.COM 10156,Netflix,843.0,Subscriptions
2023-05-02,Order Blinkit 10157,Blinkit,781.0,Groceries
2023-05-03,Fuel at Shell Bill 10158,Shell,2958.0,Transport
2024-05-04,UPI to Friend 10159,Miscellaneous,6500.0,Miscellaneous
2023-05-04,Amazon.in Order AMZ10160,Amazon,5215.0,Shopping
2023-05-05,KFC Bill 10161,KFC,601.0,Food & Drink
2023-05-06,Myntra Retail,Myntra,6099.0,Shopping
2023-05-07,ORDER #10163 FROM SWIGGY,Swiggy,981.0,Food & Drink
2025-05-08,Gym Fee,Fitness First,1812.0,Health
2025-05-08,Ola Ride ID10165,Ola,193.0,Transport
2024-05-09,TNEB BILL PAY 10166,TNEB,2168.0,Utilities
2024-05-10,Amazon Prime renewal 10167,Amazon Prime,1499.0,Subscriptions
2023-05-11,MedPlus TRN 10168,MedPlus,1428.0,Health
2023-05-11,BigBazaar Purchase 10169,BigBazaar,1099.0,Groceries
2024-05-12,Croma.com Inv#10170,Croma,6907.0,Shopping
2025-05-13,RAPIDO RIDE ID10171,Rapido,133.0,Transport
2025-05-14,Dominos Bill 10172,Dominos,878.0,Food & Drink
2023-05-15,Microsoft 365 renewal 10173,Microsoft 365,712.0,Subscriptions
2024-05-15,Swiggy Foods,Swiggy,929.0,Food & Drink
2025-05-16,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2024-05-17,Amazon.in Order AMZ10176,Amazon,1818.0,Shopping
2024-05-18,BSNL FTTH 10177,BSNL,2347.0,Utilities
2025-05-18,Reliance Fresh Purchase 10178,Reliance Fresh,3350.0,Groceries
2025-05-19,DECATHLON RETAIL,Decathlon,4471.0,Shopping
2023-05-20,BMS Ticket 10180,BookMyShow,2419.0,Entertainment
2023-05-21,Uber Auto 10181,Uber,147.0,Transport
2023-05-22,Groceries from Dunzo #10182,Dunzo,793.0,Groceries
2025-05-22,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2023-05-23,UPI to Friend 10184,Miscellaneous,6500.0,Miscellaneous
2023-05-24,Flipkart Order FK10185,Flipkart,8993.0,Shopping
2023-05-25,Order Dunzo 10186,Dunzo,1065.0,Groceries
2025-05-25,Uber Trip 10187,Uber,292.0,Transport
2023-05-26,Amazon.in Order AMZ10188,Amazon,570.0,Shopping
2024-05-27,AIRTEL BROADBAND FTTH 10189,Airtel Broadband,1413.0,Utilities
2024-05-28,CMRL TOPUP 10190,Chennai Metro,286.0,Transport
2025-05-29,Flipkart Order FK10191,Flipkart,3891.0,Shopping
2023-05-29,Doctor Visit,Local Clinic,1236.0,Health
2023-05-30,Payment to Cafe Coffee Day,Cafe Coffee Day,779.0,Food & Drink
2023-05-31,Subscr GitHub,GitHub,575.0,Subscriptions
2023-06-01,IMPS - House Rent Jun,House Rent,18490.0,Rent
2023-06-02,Order #10196 from Zomato,Zomato,714.0,Food & Drink
2023-06-02,Steam Purchase 10197,Steam Games,799.0,Entertainment
2025-06-03,Fuel at IOCL Bill 10198,Indian Oil,2083.0,Transport
2023-06-04,Payment to Starbucks,Starbucks,1065.0,Food & Drink
2025-06-05,ORDER #10200 FROM SWIGGY,Swiggy,437.0,Food & Drink
2023-06-06,Licious Purchase 10201,Licious,751.0,Groceries
2023-06-06,VI RECHARGE 10202,Vi,351.0,Bills
2023-06-07,More Supermarket Store Bill,More Supermarket,2257.0,Groceries
2025-06-08,PVR Cinemas Ticket 10204,PVR Cinemas,964.0,Entertainment
2024-06-09,Jio Fiber FTTH 10205,Jio Fiber,631.0,Utilities
2025-06-09,Amazon.in Order AMZ10206,Amazon,5215.0,Shopping
2024-06-10,KFC BILL 10207,KFC,601.0,Food & Drink
2025-06-11,MedPlus TRN 10208,MedPlus,1428.0,Health
2025-06-12,Croma.com Inv#10209,Croma,6907.0,Shopping
2024-06-12,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2025-06-13,Ola Ride ID10211,Ola,236.0,Transport
2025-06-14,LOCAL TEA SHOP BILL 10212,Local Tea Shop,288.0,Food & Drink
2024-06-15,Spotify AB 10213,Spotify,129.0,Subscriptions
2023-06-16,BigBazaar Store Bill,BigBazaar,1968.0,Groceries
2024-06-16,Flipkart Order FK10215,Flipkart,8993.0,Shopping
2025-06-17,DOMINOS BILL 10216,Dominos,878.0,Food & Drink
2025-06-18,Apollo Pharmacy TRN 10217,Apollo Pharmacy,2425.0,Health
2025-06-19,AIRTEL RECHARGE 10218,Airtel,220.0,Bills
2025-06-19,Amazon.in Order AMZ10219,Amazon,1818.0,Shopping
2023-06-20,Reliance Fresh Purchase 10220,Reliance Fresh,3350.0,Groceries
2023-06-21,Subscr Google,Google,130.0,Subscriptions
2023-06-22,CURE.FIT BILL,Cure.fit,2519.0,Health
2023-06-22,BILL BSNL ID 10223,BSNL,2315.0,Utilities
2023-06-23,Groceries from Dunzo #10224,Dunzo,793.0,Groceries
2024-06-24,Rapido Auto 10225,Rapido,140.0,Transport
2025-06-25,TNEB Bill Pay 10226,TNEB,2661.0,Utilities
2024-06-25,Netflix.COM 10227,Netflix,661.0,Subscriptions
2023-06-26,PAYMENT TO MCDONALD'S,McDonald's,836.0,Food & Drink
2023-06-27,Purchase H&M 10229,H&M,4224.0,Shopping
2025-06-28,CMRL TOPUP 10230,Chennai Metro,389.0,Transport
2025-06-29,BMS TICKET 10231,BookMyShow,798.0,Entertainment
2024-06-29,Order Blinkit 10232,Blinkit,781.0,Groceries
2023-06-30,Fuel at Shell Bill 10233,Shell,2085.0,Transport
2024-07-01,IMPS - House Rent Jul,House Rent,16954.0,Rent
2023-07-01,Amazon.in Order AMZ10235,Amazon,10850.0,Shopping
2025-07-02,Swiggy Instamart Purchase 10236,Swiggy Instamart,447.0,Groceries
2025-07-03,Netflix.COM 10237,Netflix,649.0,Subscriptions
2025-07-04,Order #10238 from Zomato,Zomato,623.0,Food & Drink
2023-07-05,JIO RECHARGE 10239,Jio,752.0,Bills
2023-07-05,Uber Trip 10240,Uber,159.0,Transport
2023-07-06,Myntra Order FK10241,Myntra,10705.0,Shopping
2025-07-07,Local Mart Store Bill,Local Mart,2393.0,Groceries
2025-07-08,NETFLIX.COM 10243,Netflix,843.0,Subscriptions
2024-07-08,TNEB BILL PAY 10244,TNEB,2168.0,Utilities
2025-07-09,Sony PSN Purchase 10245,Sony PSN,1656.0,Entertainment
2025-07-10,Jio Fiber FTTH 10246,Jio Fiber,1022.0,Utilities
2024-07-11,Rapido Ride ID10247,Rapido,124.0,Transport
2025-07-11,NETMEDS BILL,Netmeds,2035.0,Health
2023-07-12,Reliance Digital Retail,Reliance Digital,7681.0,Shopping
2023-07-13,Pizza Hut Bill 10250,Pizza Hut,523.0,Food & Drink
2023-07-14,BigBazaar Purchase 10251,BigBazaar,1099.0,Groceries
2023-07-15,INOX TICKET 10252,INOX,1048.0,Entertainment
2025-07-15,Ola Auto 10144,Ola,121.0,Transport
2023-07-16,H&M RETAIL,H&M,3029.0,Shopping
2025-07-17,Swiggy Foods,Swiggy,929.0,Food & Drink
2023-07-18,Amazon Prime renewal 10256,Amazon Prime,1499.0,Subscriptions
2024-07-18,Order Dunzo 10257,Dunzo,873.0,Groceries
2025-07-19,AIRTEL RECHARGE 10258,Airtel,220.0,Bills
2023-07-20,Uber Trip 10259,Uber,240.0,Transport
2023-07-21,Subscr Google,Google,130.0,Subscriptions
2025-07-21,PAYMENT TO STARBUCKS,Starbucks,1053.0,Food & Drink
2023-07-22,BigBazaar Store Bill,BigBazaar,4355.0,Groceries
2025-07-23,Spotify AB 10263,Spotify,129.0,Subscriptions
2023-07-24,Amazon.in Order AMZ10264,Amazon,10352.0,Shopping
2023-07-24,TNEB Bill Pay 10265,TNEB,1438.0,Utilities
2023-07-26,Gym Fee,Fitness First,1812.0,Health
2025-07-27,ORDER #10268 FROM SWIGGY,Swiggy,981.0,Food & Drink
2024-07-27,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2025-07-28,Rapido Auto 10153,Rapido,140.0,Transport
2023-07-29,DECATHLON RETAIL,Decathlon,4471.0,Shopping
2025-07-30,BigBazaar Purchase 10272,BigBazaar,2620.0,Groceries
2023-07-31,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2023-08-01,IMPS - House Rent Aug,House Rent,22253.0,Rent
2024-08-01,UPI to Zomato Order #10275,Zomato,514.0,Food & Drink
2024-08-03,Fuel at IOCL Bill 10277,Indian Oil,2955.0,Transport
2025-08-04,BSNL FTTH 10278,BSNL,2347.0,Utilities
2024-08-04,Licious Purchase 10279,Licious,995.0,Groceries
2025-08-05,PVR Cinemas Ticket 10280,PVR Cinemas,953.0,Entertainment
2025-08-06,VI RECHARGE 10281,Vi,724.0,Bills
2024-08-07,More Supermarket Purchase 10282,More Supermarket,2215.0,Groceries
2023-08-07,Payment to McDonald's,McDonald's,1166.0,Food & Drink
2024-08-08,Steam Purchase 10284,Steam Games,1130.0,Entertainment
2024-08-09,Rapido Ride ID10125,Rapido,124.0,Transport
2024-08-10,Amazon.in Order AMZ10286,Amazon,5159.0,Shopping
2023-08-11,NETMEDS BILL,Netmeds,2541.0,Health
2023-08-11,BSNL FTTH 10122,BSNL,2347.0,Utilities
2024-08-12,Reliance Fresh Purchase 10289,Reliance Fresh,3350.0,Groceries
2024-08-13,Croma.com Inv#10290,Croma,6272.0,Shopping
2024-08-14,Order #10291 from Zomato,Zomato,753.0,Food & Drink
2025-08-14,Ola Auto 10181,Ola,147.0,Transport
2025-08-15,ATM WITHDRAWAL 10293,ATM,11500.0,Miscellaneous
2025-08-16,Licious Purchase 10059,Licious,1016.0,Groceries
2024-08-18,Bill BSNL ID 10138,BSNL,2315.0,Utilities
2025-08-18,JIO RECHARGE 10029,Jio,290.0,Bills
2023-08-19,Gym Fee,Fitness First,1968.0,Health
2024-08-20,Amazon.in Order AMZ10299,Amazon,4844.0,Shopping
2025-08-21,Swiggy Instamart Purchase 10141,Swiggy Instamart,678.0,Groceries
2024-08-21,Subscr Google,Google,130.0,Subscriptions
2025-08-22,Order #10302 from Zomato,Zomato,268.0,Food & Drink
2024-08-23,Ola Auto 10065,Ola,282.0,Transport
2023-08-24,Myntra Order FK10145,Myntra,10705.0,Shopping
2025-08-25,JIO RECHARGE 10052,Jio,290.0,Bills
2023-08-25,Subscr Google,Google,130.0,Subscriptions
2025-08-26,Local Mart Store Bill,Local Mart,2393.0,Groceries
2024-08-27,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2024-08-28,BMS Ticket 10152,BookMyShow,1619.0,Entertainment
2025-08-28,Rapido Auto 10032,Rapido,140.0,Transport
2024-08-29,Steam Purchase 10011,Steam Games,799.0,Entertainment
2023-08-30,NETFLIX.COM 10074,Netflix,843.0,Subscriptions
2024-08-31,Order Blinkit 10035,Blinkit,825.0,Groceries
2025-09-01,IMPS - House Rent Sep,House Rent,18490.0,Rent
2024-09-01,Fuel at Shell Bill 10158,Shell,2958.0,Transport
2023-09-02,UPI to Friend 10159,Miscellaneous,6500.0,Miscellaneous
2024-09-03,Amazon.in Order AMZ10160,Amazon,5215.0,Shopping
2025-09-04,KFC BILL 10027,KFC,601.0,Food & Drink
2023-09-05,Myntra Retail,Myntra,6099.0,Shopping
2023-09-05,ORDER #10163 FROM SWIGGY,Swiggy,981.0,Food & Drink
2024-09-06,GYM FEE,Fitness First,1812.0,Health
2024-09-07,Ola Ride ID10165,Ola,193.0,Transport
2023-09-08,TNEB BILL PAY 10166,TNEB,2168.0,Utilities
2024-09-08,Amazon Prime renewal 10060,Amazon Prime,1499.0,Subscriptions
2023-09-09,MedPlus TRN 10168,MedPlus,1428.0,Health
2023-09-10,BigBazaar Purchase 10057,BigBazaar,2281.0,Groceries
2024-09-11,Croma.com Inv#10170,Croma,6907.0,Shopping
2025-09-11,RAPIDO RIDE ID10171,Rapido,133.0,Transport
2023-09-12,DOMINOS BILL 10098,Dominos,878.0,Food & Drink
2025-09-13,Microsoft 365 renewal 10099,Microsoft 365,712.0,Subscriptions
2025-09-14,SWIGGY FOODS,Swiggy,929.0,Food & Drink
2024-09-14,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2025-09-15,Amazon.in Order AMZ10176,Amazon,1818.0,Shopping
