date,description,merchant,amount,category
2024-08-22,Reliance Fresh,Reliance Fresh,1050.0,Groceries
2024-01-21,Swiggy order 7731,Swiggy,234.0,Food & Drink
2025-05-29,Bowling 177,Amoeba,361.14,Entertainment
2025-10-23,Broadband Bill 724,ACT Fibernet,987.72,Bills
2023-03-17,Dominos Bill 10098,Dominos,878.0,Food & Drink
2023-03-26,Zomato,Zomato,380.0,Food & Drink
2023-02-13,PG Rent Jan,Stanza Living,8056.63,Rent
2024-01-15,Reliance Fresh Purchase,Reliance Fresh,2291.0,Groceries
2024-05-23,MedPlus,MedPlus,160.0,Health
2023-10-10,Amazon Prime,Amazon Prime,299.0,Subscriptions
2025-03-26,Spotify AB 10110,Spotify,129.0,Subscriptions
2024-12-12,Streaming Sub 483,Netflix,198.27,Entertainment
2025-02-18,Apollo Pharmacy Bill,Apollo Pharmacy,469.0,Health
2023-06-21,Subscr Google,Google,130.0,Subscriptions
2025-06-09,Amazon.in Order AMZ10206,Amazon,5215.0,Shopping
2024-10-19,Mobile Recharge,Airtel,239.0,Bills
2023-02-17,Gym Supplement 833,HealthKart,2535.27,Health
2025-12-23,Licious Purchase,Licious,812.0,Groceries
2025-04-03,Fuel at Indian Oil,Indian Oil,2228.0,Transport
2023-03-26,PVR Cinemas,PVR Cinemas,660.0,Entertainment
2025-02-28,Uber Ride 5294,Uber,156.0,Transport
2025-06-26,Stationery 353,Local Shop,130.6,Miscellaneous
2025-01-29,MedPlus TRN 10168,MedPlus,1428.0,Health
2025-10-17,Apollo Pharmacy,Apollo Pharmacy,200.0,Health
2024-07-22,Monthly Rent 739,NoBroker,18657.58,Rent
2023-07-05,Uber Trip 10240,Uber,159.0,Transport
2023-03-10,Amazon Prime renewal,Amazon Prime,299.0,Subscriptions
2023-01-17,flipkart,Flipkart,2600.0,Shopping
2024-07-24,Rent Payment 766,Owner,21506.92,Rent
2024-10-15,Dental Checkup 635,Clove Dental,789.0,Health
2024-06-24,Stationery 338,Local Shop,114.23,Miscellaneous
2024-03-16,The Hindu Subscription,The Hindu,999.0,Subscriptions
2025-12-14,Zomato order 8318,Zomato,529.0,Food & Drink
2024-03-04,H&M Retail Purchase,H&M,3029.0,Shopping
2024-11-03,Amazon.in Order AMZ924,Amazon,1999.0,Shopping
2023-12-07,zomato,Zomato,250.0,Food & Drink
2023-05-05,KFC Bill 10161,KFC,601.0,Food & Drink
2024-03-07,Dominos Bill,Dominos,724.0,Food & Drink
2024-03-16,Swiggy order 7765,Swiggy,519.0,Food & Drink
2023-12-20,Stationery 957,Local Shop,125.33,Miscellaneous
2023-03-27,Rapido Ride 4945,Rapido,141.0,Transport
2024-03-23,Cafe Coffee Day Bill,Cafe Coffee Day,391.0,Food & Drink
2023-10-26,Ola Cabs 2359,Ola,400.0,Transport
2023-07-01,Amazon.in Order AMZ10235,Amazon,10850.0,Shopping
2025-06-13,Milk delivery,Local Mart,1300.0,Groceries
2025-04-11,Electricity Bill 806,TNEB,1105.06,Bills
2024-02-07,BigBazaar,BigBazaar,2700.0,Groceries
2023-10-27,Repair Services 980,Urban Company,389.93,Miscellaneous
2024-03-07,Local Tea Stall,Local Tea Shop,20.0,Food & Drink
2025-12-23,Starbucks Bill,Starbucks,699.0,Food & Drink
2023-02-10,Dominos Bill,Dominos,878.0,Food & Drink
2024-01-19,Subscr GitHub,GitHub,575.0,Subscriptions
2025-10-26,Ola Cabs 2353,Ola,340.0,Transport
2024-06-10,KFC BILL 10207,KFC,601.0,Food & Drink
2024-03-11,Postpaid Bill 126,Airtel,478.16,Bills
2024-12-29,BSNL Bill,BSNL,800.0,Utilities
2023-02-17,TNEB Bill Pay 10063,TNEB,2661.0,Utilities
2024-01-29,Zomato order 7411,Zomato,616.0,Food & Drink
2023-05-23,CMRL Metro Card,Chennai Metro,300.0,Transport
2023-04-14,Spotify AB 92390,Spotify,119.0,Subscriptions
2025-11-25,Uber,Uber,130.0,Transport
2025-02-05,PVR Cinemas,PVR Cinemas,510.0,Entertainment
2023-03-24,Flat Rent Oct,Landlord,19308.1,Rent
2024-01-19,Milk delivery,Local Mart,1200.0,Groceries
2023-07-31,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2023-01-23,Fuel at Shell,Shell,2844.0,Transport
2024-01-30,Uber Ride 7234,Uber,154.0,Transport
2023-09-17,Reliance Fresh Purchase 10129,Reliance Fresh,3350.0,Groceries
2024-10-15,Uber,Uber,150.0,Transport
2025-02-17,Uber Ride 8056,Uber,234.0,Transport
2023-07-26,Myntra Order MYN1014,Myntra,2699.0,Shopping
2024-03-28,Myntra Order 4443,Myntra,3752.0,Shopping
2023-01-03,Myntra Order 4443,Myntra,3343.0,Shopping
2025-01-30,Croma.com Inv#10170,Croma,6907.0,Shopping
2025-01-09,Pizza Hut Bill,Pizza Hut,511.0,Food & Drink
2024-10-24,Myntra,Myntra,3200.0,Shopping
2025-09-18,Printout 725,Xerox Shop,48.55,Miscellaneous
2025-05-26,Credit Card Bill 285,HDFC Bank,4520.64,Bills
2024-10-12,More Supermarket,More Supermarket,1800.0,Groceries
2025-07-12,Apollo Pharmacy,Apollo Pharmacy,240.0,Health
2023-06-27,Purchase H&M 10229,H&M,4224.0,Shopping
2023-07-29,DECATHLON RETAIL,Decathlon,4471.0,Shopping
2024-02-27,Swiggy order 8709,Swiggy,260.0,Food & Drink
2024-11-06,Flat Rent Apr,Landlord,16809.43,Rent
2023-01-12,Medicines 315,Apollo,316.63,Health
2025-02-23,Uber Ride 20250223,Uber,180.0,Transport
2024-07-02,Gaming Currency 620,Steam,497.05,Entertainment
2024-10-18,Apollo Pharmacy,Apollo Pharmacy,650.0,Health
2023-01-30,TNEB Bill Pay,TNEB,1420.0,Utilities
2025-04-06,swiggy instamart,Swiggy,440.0,Groceries
2023-05-11,BigBazaar Purchase 10169,BigBazaar,1099.0,Groceries
2024-03-21,Apollo Pharmacy Bill,Apollo Pharmacy,648.0,Health
2025-09-10,Zomato order 9931,Zomato,320.0,Food & Drink
2023-03-07,Spotify AB 923XX,Spotify,119.0,Subscriptions
2025-05-25,Printout 994,Xerox Shop,50.42,Miscellaneous
2024-01-27,MedPlus Bill,MedPlus,455.0,Health
2024-02-25,PVR Cinemas,PVR Cinemas,530.0,Entertainment
2024-07-16,Water Tax,CMWSSB,150.0,Utilities
2025-01-06,Postpaid Bill 113,Airtel,450.57,Bills
2023-01-13,Order Dunzo 10039,Dunzo,1065.0,Groceries
2023-01-05,Zomato order 9924,Zomato,526.0,Food & Drink
2025-08-28,Rapido Auto 10032,Rapido,140.0,Transport
2025-12-04,Rapido Ride ID10125,Rapido,124.0,Transport
2023-04-12,Bowling 707,Amoeba,385.55,Entertainment
2024-01-04,Charity Donation 705,Charity,1099.56,Miscellaneous
2023-02-04,Swiggy order 1804,Swiggy,622.0,Food & Drink
2023-01-22,flipkart,Flipkart,2500.0,Shopping
2025-12-12,Bill BSNL ID 10138,BSNL,2315.0,Utilities
2024-01-19,Amazon.in Order AMZ10025,Amazon,9874.0,Shopping
2025-02-22,NETFLIX.COM 5678,Netflix,199.0,Subscriptions
2024-02-06,zomato order,Zomato,650.0,Food & Drink
2024-02-09,Water Tax 202,CMWSSB,163.62,Bills
2025-12-01,Uber Trip 20251201,Uber,190.0,Transport
2025-03-06,Myntra Order 6389,Myntra,2097.0,Shopping
2024-02-05,Uber Ride 20250205,Uber,220.0,Transport
2023-09-07,TNEB Bill,TNEB,1200.0,Utilities
2023-04-01,swiggy food,Swiggy,660.0,Food & Drink
2024-12-02,Credit Card Bill 229,HDFC Bank,4897.4,Bills
2025-09-14,BigBazaar Purchase,BigBazaar,3500.0,Groceries
2023-12-20,Gym Membership,Fitness First,2500.0,Health
2025-01-16,Cafe Coffee Day Bill,Cafe Coffee Day,362.0,Food & Drink
2024-11-16,Shell Fuel,Shell,1600.0,Transport
2023-01-14,More Supermarket,More Supermarket,2300.0,Groceries
2024-08-11,More Supermarket,More Supermarket,2350.0,Groceries
2023-01-12,flipkart,Flipkart,1500.0,Shopping
2025-09-15,Amazon.in Order AMZ10176,Amazon,1818.0,Shopping
2023-03-19,AIRTEL BROADBAND FTTH 10101,Airtel Broadband,1413.0,Utilities
2023-01-26,Reliance Fresh Purchase,Reliance Fresh,1085.0,Groceries
2024-10-07,RAPIDO RIDE 2309,Rapido,95.0,Transport
2025-12-05,Amazon.in Order AMZ10127,Amazon,5159.0,Shopping
2023-03-18,Ola Ride 2471,Ola,282.0,Transport
2025-09-02,Swiggy Instamart,Swiggy,470.0,Groceries
2024-09-19,Gas Cylinder 165,Indane,1163.19,Bills
2025-03-14,Myntra Order 2649,Myntra,2352.0,Shopping
2025-08-06,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2025-08-04,BookMyShow,BookMyShow,890.0,Entertainment
2023-03-29,Swiggy order 3881,Uber,214.0,Food & Drink
2023-01-28,Amazon.in Order AMZ10160,Amazon,5215.0,Shopping
2025-07-03,Netflix.COM 10237,Netflix,649.0,Subscriptions
2024-08-12,BigBazaar,BigBazaar,3900.0,Groceries
2025-09-27,TNEB Bill,TNEB,1100.0,Utilities
2025-08-05,PVR Cinemas Ticket 10280,PVR Cinemas,953.0,Entertainment
2023-12-21,Rapido Auto 10032,Rapido,140.0,Transport
2024-11-22,uber trip,Uber,200.0,Transport
2023-12-04,IMPS - Rent Dec,House Rent,20000.0,Rent
2024-01-21,Apollo Pharmacy,Apollo Pharmacy,430.0,Health
2025-04-06,Broadband Bill 706,ACT Fibernet,1075.74,Bills
2023-02-18,Amazon Order 5493,Amazon,4326.0,Shopping
2024-12-10,ATM WITHDRAWAL 10136,ATM,11500.0,Miscellaneous
2025-03-06,Fuel at Indian Oil,Indian Oil,2009.0,Transport
2025-12-11,Swiggy Instamart,Swiggy,304.0,Groceries
2024-02-24,Licious,Licious,730.0,Groceries
2024-07-30,Gaming Currency 238,Steam,539.04,Entertainment
2023-12-31,Starbucks Bill,Starbucks,610.0,Food & Drink
2024-08-17,amazon pay,Amazon,860.0,Shopping
2024-11-24,BigBazaar Purchase 10057,BigBazaar,2281.0,Groceries
2025-08-24,Flat Rent Oct,Landlord,16891.5,Rent
2025-07-17,Monthly Rent 384,NoBroker,20981.61,Rent
2025-07-13,Myntra Order MYN1010,Myntra,2299.0,Shopping
2025-09-30,Monthly Rent 545,NoBroker,21233.49,Rent
2025-06-26,Water Tax 252,CMWSSB,158.97,Bills
2025-04-29,Gift Purchase 640,Archies,443.45,Miscellaneous
2025-06-06,Amusement Park 429,Wonderla,1225.88,Entertainment
2024-10-06,Zomato order 5821,Zomato,420.0,Food & Drink
2024-11-15,The Hindu,The Hindu,999.0,Subscriptions
2025-09-15,Google Cloud,Google,150.0,Subscriptions
2023-08-16,The Hindu,The Hindu,999.0,Subscriptions
2024-02-24,Amazon.in Order AMZ10072,Amazon,11305.0,Shopping
2024-02-02,Uber Ride 20250202,Uber,210.0,Transport
2023-09-02,UPI to Friend 10159,Miscellaneous,6500.0,Miscellaneous
2024-02-08,Zomato order 2993,Zomato,236.0,Food & Drink
2024-07-08,TNEB BILL PAY 10244,TNEB,2168.0,Utilities
2023-08-25,More Supermarket,More Supermarket,2500.0,Groceries
2025-08-16,Rent Payment 263,Owner,22089.06,Rent
2023-12-15,Subscr Google,Google,130.0,Subscriptions
2023-06-04,Electricity Bill 324,TNEB,1264.76,Bills
2024-07-11,Maintenance Charge 630,Association,1972.74,Rent
2025-12-22,More Supermarket Purchase,More Supermarket,2213.0,Groceries
2025-11-06,Zomato order 5822,Zomato,450.0,Food & Drink
2023-04-18,Shell Fuel,Shell,2200.0,Transport
2025-04-25,Steam Purchase,Steam Games,1999.0,Entertainment
2024-05-01,Ola Ride,Ola,250.0,Transport
2024-06-24,Rapido Auto 10225,Rapido,140.0,Transport
2024-10-13,LOCAL TEA SHOP BILL 10088,Local Tea Shop,288.0,Food & Drink
2023-06-28,Mobile Recharge,Airtel,399.0,Bills
2023-03-16,UPI to Friend 822,UPI,492.8,Miscellaneous
2025-10-29,Google Cloud,Google,150.0,Subscriptions
2023-03-25,Ola Ride 8660,Ola,257.0,Transport
2025-09-13,Gas Cylinder 310,Indane,1095.19,Bills
2025-10-07,Dunzo Groceries,Dunzo,780.0,Groceries
2024-12-20,Water Tax 367,CMWSSB,157.44,Bills
2025-03-28,PVR Cinemas,PVR Cinemas,650.0,Entertainment
2025-12-20,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2023-01-04,Courier Charges 791,DTDC,93.3,Miscellaneous
2025-12-18,Subscr Google,Google,130.0,Subscriptions
2025-12-17,Stationery 336,Local Shop,122.23,Miscellaneous
2024-04-12,Cafe Coffee Day,Cafe Coffee Day,360.0,Food & Drink
2025-12-05,Myntra Order MYN1004,Myntra,2399.0,Shopping
2023-02-19,Dominos Bill,Dominos,828.0,Food & Drink
2025-03-29,BSNL Bill,BSNL,800.0,Utilities
2024-04-28,Printout 476,Xerox Shop,45.31,Miscellaneous
2025-08-20,PG Rent May,Stanza Living,7419.17,Rent
2024-02-26,NETFLIX.COM 10074,Netflix,843.0,Subscriptions
2024-09-09,Local Tea Shop,Local Tea Shop,90.0,Food & Drink
2023-01-31,Ola Ride ID10019,Ola,236.0,Transport
2023-12-20,Amazon Order 9308,Amazon,3302.0,Shopping
2023-10-29,Fuel at Shell Bill 10044,Shell,2085.0,Transport
2024-03-01,Apollo Pharmacy,Apollo Pharmacy,370.0,Health
2023-02-05,IMPS - Rent Feb,House Rent,20000.0,Rent
2024-08-05,Maintenance Charge 515,Association,1810.11,Rent
2024-01-07,Spotify AB 923XX,Spotify,119.0,Subscriptions
2023-03-21,Ola Ride 7837,Ola,257.0,Transport
2023-10-24,Netflix.COM 10053,Netflix,661.0,Subscriptions
2025-06-05,ORDER #10200 FROM SWIGGY,Swiggy,437.0,Food & Drink
2023-04-05,Mobile Recharge,Airtel,299.0,Bills
2024-02-09,JIO RECHARGE 10052,Jio,752.0,Bills
2024-04-03,Zomato order 1876,Ola,614.0,Food & Drink
2025-02-17,BigBazaar Purchase,BigBazaar,3150.0,Groceries
2025-10-27,Dominos,Dominos,600.0,Food & Drink
2024-07-07,Charity Donation 306,Charity,1094.83,Miscellaneous
2024-07-31,Gift Purchase 963,Archies,484.5,Miscellaneous
2025-11-06,Dunzo,Dunzo,820.0,Groceries
2024-03-18,Purchase H&M 10100,H&M,4224.0,Shopping
2024-05-20,Broadband Bill 219,ACT Fibernet,1007.15,Bills
2024-07-20,PG Rent Jan,Stanza Living,7637.02,Rent
2023-10-04,Steam Purchase,Steam Games,1799.0,Entertainment
2024-11-25,House Rent,House Rent,20000.0,Rent
2023-06-09,BSNL FTTH,BSNL,799.0,Utilities
2023-12-26,House Rent Dec,House Rent,20000.0,Rent
2023-10-05,Licious Purchase 10137,Licious,751.0,Groceries
2024-02-27,Fuel at IOCL Bill 10076,Indian Oil,2083.0,Transport
2024-12-14,Bowling 848,Amoeba,414.12,Entertainment
2024-05-27,AIRTEL BROADBAND FTTH 10189,Airtel Broadband,1413.0,Utilities
2023-08-01,IMPS - House Rent Aug,House Rent,22253.0,Rent
2025-06-18,Zomato,Zomato,360.0,Food & Drink
2025-04-19,Streaming Sub 418,Netflix,192.66,Entertainment
2023-03-19,MedPlus Bill,MedPlus,467.0,Health
2024-08-27,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2023-03-28,uber auto,Uber,135.0,Transport
2023-02-05,House Rent May,House Rent,18358.15,Rent
2023-02-10,Maintenance Charge 491,Association,1826.89,Rent
2024-12-25,Amusement Park 703,Wonderla,1125.12,Entertainment
2023-11-11,Gift Purchase 238,Archies,491.18,Miscellaneous
2024-03-14,The Hindu,The Hindu,999.0,Subscriptions
2024-01-14,Ola Ride ID10019,Ola,236.0,Transport
2024-05-06,ATM WITHDRAWAL,ATM,4000.0,Miscellaneous
2025-10-19,Gas Cylinder 383,Indane,1008.87,Bills
2025-09-29,Amazon.in Order AMZ934,Amazon,2499.0,Shopping
2024-06-04,Ola Ride,Ola,320.0,Transport
2024-04-29,Gas Cylinder 267,Indane,1150.88,Bills
2025-03-07,Zomato order 2351,Zomato,316.0,Food & Drink
2025-06-17,Mobile Recharge,Airtel,499.0,Bills
2023-07-18,Concert Ticket 553,Insider,1602.92,Entertainment
2023-03-13,Uber Ride 5919,Uber,271.0,Transport
2025-04-20,Myntra,Myntra,3900.0,Shopping
2025-04-20,Gym Membership,Fitness First,2500.0,Health
2023-07-21,UPI to Friend 965,UPI,539.65,Miscellaneous
2023-08-11,Spotify,Spotify,119.0,Subscriptions
2024-01-24,TNEB Bill Pay,TNEB,1430.0,Utilities
2023-11-01,Dental Checkup 708,Clove Dental,768.6,Health
2025-09-02,UPI to Friend,Miscellaneous,4500.0,Miscellaneous
2024-03-23,UPI to Zomato Order #10106,Zomato,514.0,Food & Drink
2024-09-24,PG Rent Jul,Stanza Living,8060.38,Rent
2025-11-11,Concert Ticket 377,Insider,1518.37,Entertainment
2024-08-28,Zomato,Zomato,360.0,Food & Drink
2025-09-09,Rapido 2406,Rapido,85.0,Transport
2024-03-24,Swiggy order 7378,Zomato,450.0,Food & Drink
2024-06-07,Swiggy Foods,Swiggy,580.0,Food & Drink
2024-01-19,More Supermarket Purchase,More Supermarket,2522.0,Groceries
2025-03-04,uber auto,Uber,125.0,Transport
2025-03-20,Uber Trip 10102,Uber,240.0,Transport
2025-08-31,More Supermarket,More Supermarket,2450.0,Groceries
2025-08-26,Dominos,Dominos,610.0,Food & Drink
2024-09-22,Amusement Park 367,Wonderla,1139.83,Entertainment
2025-09-24,UPI to Friend,Miscellaneous,2000.0,Miscellaneous
2023-11-20,Zomato,Zomato,520.0,Food & Drink
2024-01-04,Amazon.in,Amazon,1700.0,Shopping
2025-02-05,PVR Cinemas Ticket 10047,PVR Cinemas,964.0,Entertainment
2023-08-27,BigBazaar,BigBazaar,4300.0,Groceries
2025-10-27,Doctor's Visit Fee,Local Clinic,700.0,Health
2023-05-27,Movie Ticket 933,BookMyShow,306.14,Entertainment
2023-01-14,Amazon.in Order AMZ10007,Amazon,570.0,Shopping
2024-09-04,Google Cloud,Google,150.0,Subscriptions
2025-10-08,Amazon.in Order AMZ10160,Amazon,5215.0,Shopping
2023-08-08,Rent Payment 959,Owner,23275.35,Rent
2024-08-19,Dominos Pizza,Dominos,790.0,Food & Drink
2024-11-16,Uber Trip 10102,Uber,240.0,Transport
2025-09-26,BigBazaar Purchase,BigBazaar,3600.0,Groceries
2025-01-15,Printout 311,Xerox Shop,54.77,Miscellaneous
2025-11-20,Printout 418,Xerox Shop,52.64,Miscellaneous
2023-11-13,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2024-08-03,Electricity Bill 354,TNEB,1204.14,Bills
2023-10-14,UPI to Friend 743,UPI,517.96,Miscellaneous
2024-03-30,CMRL Metro Card Recharge,Chennai Metro,353.0,Transport
2025-05-08,Ola Ride ID10165,Ola,193.0,Transport
2023-05-19,Mobile Recharge 567,Jio,318.41,Bills
2025-02-10,UPI to Friend 196,UPI,520.58,Miscellaneous
2023-11-10,Bowling 702,Amoeba,386.45,Entertainment
2025-07-18,ZARA,Zara,5600.0,Shopping
2024-02-01,Fuel at Shell,Shell,2917.0,Transport
2025-10-18,Uber Ride,Uber,210.0,Transport
2024-07-21,Starbucks,Starbucks,550.0,Food & Drink
2024-01-22,Fuel at IOCL Bill 10120,Indian Oil,2083.0,Transport
2024-02-10,Fuel IOCL,Indian Oil,2400.0,Transport
2025-03-19,Dunzo Groceries,Dunzo,1126.0,Groceries
2025-09-17,UPI to Friend 823,UPI,527.86,Miscellaneous
2025-08-19,BookMyShow,BookMyShow,860.0,Entertainment
2024-08-28,BMS Ticket 10152,BookMyShow,1619.0,Entertainment
2024-04-15,ATM WITHDRAWAL 10136,ATM,11500.0,Miscellaneous
2024-06-10,Ola Ride,Ola,300.0,Transport
2025-01-25,Cafe Coffee Day Bill,Cafe Coffee Day,483.0,Food & Drink
2025-03-26,Courier Charges 355,DTDC,104.35,Miscellaneous
2023-09-18,BMS Ticket 10103,BookMyShow,2419.0,Entertainment
2023-09-20,Local Tea Shop,Local Tea Shop,60.0,Food & Drink
2025-06-05,PG Rent Sep,Stanza Living,8745.48,Rent
2024-06-05,Streaming Sub 597,Netflix,204.03,Entertainment
2023-06-20,Reliance Fresh Purchase 10220,Reliance Fresh,3350.0,Groceries
2025-03-06,BigBazaar Purchase,BigBazaar,2237.0,Groceries
2025-01-01,Medicines 423,Apollo,359.08,Health
2024-08-13,RAPIDO RIDE 2318,Rapido,120.0,Transport
2025-09-03,PG Rent Aug,Stanza Living,7433.64,Rent
2024-01-17,Swiggy order 2636,Swiggy,454.0,Food & Drink
2024-01-24,Swiggy order 7833,Swiggy,444.0,Food & Drink
2023-05-07,Zomato order 5828,Zomato,480.0,Food & Drink
2024-11-21,House Rent May,House Rent,21480.59,Rent
2023-07-09,Credit Card Bill 401,HDFC Bank,5447.14,Bills
2023-07-26,Gym Fee,Fitness First,1812.0,Health
2024-10-06,Amazon Prime,Amazon Prime,299.0,Subscriptions
2024-04-08,BSNL Bill,BSNL,799.0,Utilities
2023-04-02,Maintenance Charge 469,Association,1945.0,Rent
2023-02-16,The Hindu Subscription,The Hindu,999.0,Subscriptions
2023-08-30,NETFLIX.COM 10074,Netflix,843.0,Subscriptions
2024-05-18,BSNL FTTH 10177,BSNL,2347.0,Utilities
2024-10-14,Zomato order 5921,Zomato,430.0,Food & Drink
2025-06-14,LOCAL TEA SHOP BILL 10212,Local Tea Shop,288.0,Food & Drink
2025-03-14,Netflix.COM 10095,Netflix,661.0,Subscriptions
2024-06-28,Dunzo Groceries,Dunzo,890.0,Groceries
2024-08-14,RAPIDO RIDE 2317,Rapido,110.0,Transport
2023-01-04,flipkart,Flipkart,1400.0,Shopping
2025-10-01,Electricity Bill 133,TNEB,1219.08,Bills
2025-12-03,Steam Purchase 10154,Steam Games,1130.0,Entertainment
2025-09-02,Charity Donation 612,Charity,1026.33,Miscellaneous
2023-02-19,Milk delivery,Local Mart,1200.0,Groceries
2023-09-01,Local Tea Stall,Local Tea Shop,90.0,Food & Drink
2024-02-09,zomato,Zomato,240.0,Food & Drink
2023-12-30,Swiggy order 7731,Swiggy,461.0,Food & Drink
2023-12-12,GYM FEE,Fitness First,1968.0,Health
2023-01-12,Amazon Order 3274,Amazon,1249.0,Shopping
2024-03-15,uber trip,Uber,250.0,Transport
2025-06-04,Gas Cylinder 813,Indane,1201.54,Bills
2025-01-05,BigBazaar Purchase,BigBazaar,2068.0,Groceries
2023-02-26,Dental Checkup 218,Clove Dental,847.18,Health
2024-08-08,Dominos Pizza,Dominos,800.0,Food & Drink
2025-03-04,Amazon.in Order AMZ931,Amazon,2099.0,Shopping
2025-09-12,Zomato order 9930,Zomato,310.0,Food & Drink
2025-03-29,Dominos Bill,Dominos,878.0,Food & Drink
2024-07-13,Postpaid Bill 629,Airtel,493.95,Bills
2023-11-14,Order Dunzo 10039,Dunzo,1065.0,Groceries
2025-09-09,Monthly Rent 760,NoBroker,18862.44,Rent
2024-03-07,Gift Purchase 554,Archies,440.32,Miscellaneous
2024-02-07,Spotify AB 923XX,Spotify,119.0,Subscriptions
2025-01-28,APOLLO PHARMACY TRN,Apollo Pharmacy,560.0,Health
2023-02-02,Swiggy order 7076,Swiggy,260.0,Food & Drink
2024-04-19,Shell Fuel,Shell,1700.0,Transport
2024-01-20,MedPlus Bill,MedPlus,430.0,Health
2025-10-15,Water Tax CMWSSB,CMWSSB,150.0,Utilities
2023-09-18,DECATHLON RETAIL,Decathlon,4471.0,Shopping
2023-12-02,More Supermarket Purchase 10109,More Supermarket,2215.0,Groceries
2025-10-05,IMPS - House Rent Oct,House Rent,20000.0,Rent
2023-06-16,BigBazaar Store Bill,BigBazaar,1968.0,Groceries
2024-03-15,Swiggy Instamart,Swiggy,304.0,Groceries
2023-12-17,H&M Retail Purchase,H&M,2265.0,Shopping
2024-11-01,Reliance Fresh,Reliance Fresh,1400.0,Groceries
2024-07-21,Rapido 2408,Rapido,100.0,Transport
2025-01-02,Zomato order 7378,Zomato,450.0,Food & Drink
2025-10-07,IMPS - Rent Oct,House Rent,22000.0,Rent
2024-01-07,TNEB Bill Pay,TNEB,1440.0,Utilities
2024-08-11,House Rent Nov,House Rent,18260.97,Rent
2024-04-08,Doctor's Visit,Local Clinic,800.0,Health
2025-01-05,BSNL FTTH Bill,BSNL,799.0,Utilities
2025-10-01,Zomato,Zomato,550.0,Food & Drink
2023-04-08,Amazon.in Order AMZ10127,Amazon,5159.0,Shopping
2024-08-28,More Supermarket,More Supermarket,2550.0,Groceries
2023-03-16,H&M,H&M,2400.0,Shopping
2025-04-28,Postpaid Bill 912,Airtel,528.46,Bills
2025-03-07,CURE.FIT BILL,Cure.fit,2519.0,Health
2023-05-31,Subscr GitHub,GitHub,575.0,Subscriptions
2024-10-09,Zomato,Zomato,580.0,Food & Drink
2023-09-11,Google Cloud,Google,150.0,Subscriptions
2025-06-17,swiggy,Swiggy,350.0,Food & Drink
2023-03-09,Swiggy order 2345,Swiggy,517.0,Food & Drink
2025-11-29,flipkart,Flipkart,2400.0,Shopping
2025-08-07,Myntra,Myntra,3300.0,Shopping
2023-01-02,Stationery 312,Local Shop,130.79,Miscellaneous
2025-02-17,Zomato order 8538,Zomato,316.0,Food & Drink
2023-04-02,Myntra Order 6378,Myntra,3343.0,Shopping
2024-08-08,Zomato,Zomato,420.0,Food & Drink
2024-03-24,uber trip,Uber,180.0,Transport
2024-01-11,Streaming Sub 821,Netflix,189.76,Entertainment
2025-01-04,SWIGGY FOODS,Swiggy,929.0,Food & Drink
2024-11-30,Local Tea Stall,Local Tea Shop,40.0,Food & Drink
2024-07-23,Maintenance Charge 971,Association,1953.63,Rent
2023-03-27,Printout 660,Xerox Shop,45.5,Miscellaneous
2025-07-27,ORDER #10268 FROM SWIGGY,Swiggy,981.0,Food & Drink
2023-02-21,Lab Test 901,Thyrocare,1230.62,Health
2024-10-01,Steam Purchase 10011,Steam Games,799.0,Entertainment
2025-05-26,Charity Donation 356,Charity,1097.61,Miscellaneous
2023-05-16,CMRL Metro Card,Chennai Metro,300.0,Transport
2025-10-01,UPI to Zomato Order #2345,Zomato,340.0,Food & Drink
2024-09-15,Stationery 951,Local Shop,110.09,Miscellaneous
2023-10-19,Reliance Fresh Purchase 10129,Reliance Fresh,3350.0,Groceries
2024-06-11,Monthly Rent 117,NoBroker,18071.87,Rent
2024-10-14,Spotify AB 10030,Spotify,129.0,Subscriptions
2024-02-09,UPI to Friend 565,UPI,496.35,Miscellaneous
2024-11-17,Reliance Fresh,Reliance Fresh,950.0,Groceries
2025-05-26,Mobile Recharge 307,Jio,291.89,Bills
2023-10-04,TNEB Bill Payment 100234,TNEB,1340.0,Utilities
2025-03-30,Groceries from Dunzo,Dunzo,970.0,Groceries
2025-02-16,Doctor Consultation 575,Practo,478.6,Health
2023-10-08,ACT Fibernet Bill,ACT Fibernet,1049.0,Utilities
2024-05-10,Amazon Prime renewal 10167,Amazon Prime,1499.0,Subscriptions
2023-07-06,Water Tax 251,CMWSSB,138.03,Bills
2025-04-20,PG Rent Mar,Stanza Living,8485.26,Rent
2023-02-16,Swiggy order 1184,Swiggy,234.0,Food & Drink
2024-11-27,Swiggy Instamart,Swiggy,440.0,Groceries
2025-10-30,Doctor's Visit,Local Clinic,800.0,Health
2024-02-20,Rapido Ride 2320,Rapido,124.0,Transport
2023-03-09,Charity Donation 513,Charity,1055.08,Miscellaneous
2024-01-06,flipkart,Flipkart,2800.0,Shopping
2023-01-10,Steam Games Transaction,Steam Games,1765.0,Entertainment
2024-11-19,Gym Membership,Fitness First,2500.0,Health
2023-03-31,ZARA RETAIL,Zara,7525.0,Shopping
